ClosedXML;0.96.0; DocumentFormat.OpenXml;2.16.0;https://www.nuget.org/api/v2/package/DocumentFormat.OpenXml/2.16.0
Microsoft.Win32.Registry;4.5.0; NETStandard.Library;1.6.1;https://www.nuget.org/api/v2/package/NETStandard.Library/1.6.1
Microsoft.Extensions.Identity.Core;2.2.0; Microsoft.AspNetCore.Cryptography.KeyDerivation;2.2.0;https://www.nuget.org/api/v2/package/Microsoft.AspNetCore.Cryptography.KeyDerivation/2.2.0
Microsoft.Extensions.Identity.Core;2.2.0; Microsoft.Extensions.Options;2.2.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.Options/2.2.0
Microsoft.Extensions.Identity.Core;2.2.0; Microsoft.Extensions.Logging;2.2.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.Logging/2.2.0
Microsoft.Extensions.Logging;2.2.0; Microsoft.Extensions.Logging.Abstractions;2.2.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.Logging.Abstractions/2.2.0
Microsoft.Extensions.Logging;2.2.0; Microsoft.Extensions.Options;2.2.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.Options/2.2.0
Microsoft.Extensions.Logging;2.2.0; Microsoft.Extensions.DependencyInjection.Abstractions;2.2.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.DependencyInjection.Abstractions/2.2.0
Microsoft.Extensions.Logging;2.2.0; Microsoft.Extensions.Configuration.Binder;2.2.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.Configuration.Binder/2.2.0
Microsoft.Extensions.Configuration.Binder;2.2.0; Microsoft.Extensions.Configuration;2.2.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.Configuration/2.2.0
Microsoft.Extensions.Configuration;2.2.0; Microsoft.Extensions.Configuration.Abstractions;2.2.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.Configuration.Abstractions/2.2.0
Microsoft.AspNetCore.Identity.EntityFrameworkCore;5.0.9; Microsoft.Extensions.Identity.Stores;5.0.9;https://www.nuget.org/api/v2/package/Microsoft.Extensions.Identity.Stores/5.0.9
Microsoft.AspNetCore.Identity.EntityFrameworkCore;5.0.9; Microsoft.EntityFrameworkCore.Relational;5.0.9;https://www.nuget.org/api/v2/package/Microsoft.EntityFrameworkCore.Relational/5.0.9
Microsoft.Extensions.Identity.Stores;5.0.9; Microsoft.Extensions.Identity.Core;5.0.9;https://www.nuget.org/api/v2/package/Microsoft.Extensions.Identity.Core/5.0.9
Microsoft.Extensions.Identity.Stores;5.0.9; Microsoft.Extensions.Caching.Abstractions;5.0.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.Caching.Abstractions/5.0.0
Microsoft.Extensions.Identity.Stores;5.0.9; Microsoft.Extensions.Logging;5.0.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.Logging/5.0.0
Microsoft.Extensions.Identity.Core;5.0.9; Microsoft.AspNetCore.Cryptography.KeyDerivation;5.0.9;https://www.nuget.org/api/v2/package/Microsoft.AspNetCore.Cryptography.KeyDerivation/5.0.9
Microsoft.Extensions.Identity.Core;5.0.9; Microsoft.Extensions.Logging;5.0.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.Logging/5.0.0
Microsoft.Extensions.Identity.Core;5.0.9; Microsoft.Extensions.Options;5.0.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.Options/5.0.0
Microsoft.AspNetCore.Cryptography.KeyDerivation;5.0.9; Microsoft.AspNetCore.Cryptography.Internal;5.0.9;https://www.nuget.org/api/v2/package/Microsoft.AspNetCore.Cryptography.Internal/5.0.9
Microsoft.Extensions.Logging;5.0.0; Microsoft.Extensions.DependencyInjection.Abstractions;5.0.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.DependencyInjection.Abstractions/5.0.0
Microsoft.Extensions.Logging;5.0.0; Microsoft.Extensions.DependencyInjection;5.0.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.DependencyInjection/5.0.0
Microsoft.Extensions.Logging;5.0.0; Microsoft.Extensions.Logging.Abstractions;5.0.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.Logging.Abstractions/5.0.0
Microsoft.Extensions.Logging;5.0.0; Microsoft.Extensions.Options;5.0.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.Options/5.0.0
Microsoft.Extensions.DependencyInjection;5.0.0; Microsoft.Extensions.DependencyInjection.Abstractions;5.0.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.DependencyInjection.Abstractions/5.0.0
Microsoft.Extensions.DependencyInjection;5.0.0; Microsoft.Bcl.AsyncInterfaces;5.0.0;https://www.nuget.org/api/v2/package/Microsoft.Bcl.AsyncInterfaces/5.0.0
Microsoft.Extensions.Options;5.0.0; Microsoft.Extensions.DependencyInjection.Abstractions;5.0.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.DependencyInjection.Abstractions/5.0.0
Microsoft.Extensions.Options;5.0.0; Microsoft.Extensions.Primitives;5.0.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.Primitives/5.0.0
Microsoft.Extensions.Caching.Abstractions;5.0.0; Microsoft.Extensions.Primitives;5.0.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.Primitives/5.0.0
Microsoft.EntityFrameworkCore.Relational;5.0.9; Microsoft.Extensions.Configuration.Abstractions;5.0.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.Configuration.Abstractions/5.0.0
Microsoft.EntityFrameworkCore.Relational;5.0.9; Microsoft.EntityFrameworkCore;5.0.9;https://www.nuget.org/api/v2/package/Microsoft.EntityFrameworkCore/5.0.9
Microsoft.Extensions.Configuration.Abstractions;5.0.0; Microsoft.Extensions.Primitives;5.0.0;https://www.nuget.org/api/v2/package/Microsoft.Extensions.Primitives/5.0.0
Microsoft.EntityFrameworkCore;5.0.9; Microsoft.Extensions.DependencyInjection;5.0.2;https://www.nuget.org/api/v2/package/Microsoft.Extensions.DependencyInjection/5.0.2
